fig,spec,spec_label,num_agents,planner_label,role,source,reproducible,run_id,project,url,commit,created,host,env,repro_args,orig_args,log_suffix,epi,max_step,area_size,spec_len,stl_mixed_spec_mode,diffusion_method,achievable_guidance,use_batched_sampling,random_goals_region,team_alloc,gs,ref_success_mean,ref_success_std,ref_safe_mean,ref_safe_std,ref_finish_rate,ref_finish_rate_std,ref_TtR,ref_TtR_std,ref_plan_time_mean,ref_plan_time_std,ref_task_rate,ref_task_rate_std,note
random_loc,m2signal3,Signal,32,DIFF-MA,bar,random_loc,yes,drgx6qov,gcbfplus-stl-test,https://wandb.ai/csbric/gcbfplus-stl-test/runs/drgx6qov,8499d431,2026-07-05,workstation,,--path ./pretrained/DubinsCar/gcbf+/ --area-size 6 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --random-goals --traced-goals --change_goal_immediately --epi 10 -n 32 --spec m2signal3 --random-goals-spacing 2.0 --random-goals-region 1.5 --planner diffusion --diffusion-method edm-ma --wandb-run-id qkmvppvt --num_candidates 8,--path ./pretrained/DubinsCar/gcbf+/ --area-size 6 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --wandb-log --random-goals --traced-goals --change_goal_immediately --epi 10 -n 32 --spec m2signal3 --random-goals-spacing 2.0 --wandb-tags random-loc-signal-region --random-goals-region 1.5 --planner diffusion --diffusion-method edm-ma --wandb-run-id qkmvppvt --num_candidates 8,_repro_drgx6qov,10,4800.0,6,15,None,edm-ma,False,False,1.5,greedy,,89.0625,5.087131436281158,94.6875,5.598897770990287,0.943750023841858,0.01874999888241291,2275.149658203125,117.17951965332033,0.8956,0.4413,,,
random_loc,m2signal3,Signal,32,DIFF-SA,bar,random_loc,yes,a3312mf1,gcbfplus-stl-test,https://wandb.ai/csbric/gcbfplus-stl-test/runs/a3312mf1,8499d431,2026-07-06,workstation,,--path ./pretrained/DubinsCar/gcbf+/ --area-size 6 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --random-goals --traced-goals --change_goal_immediately --epi 10 -n 32 --spec m2signal3 --random-goals-spacing 2.0 --random-goals-region 1.5 --planner diffusion --diffusion-method edm --wandb-run-id qkmvppvt --use_batched_sampling --num_candidates 8,--path ./pretrained/DubinsCar/gcbf+/ --area-size 6 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --wandb-log --random-goals --traced-goals --change_goal_immediately --epi 10 -n 32 --spec m2signal3 --random-goals-spacing 2.0 --random-goals-region 1.5 --wandb-tags random-loc-signal-region edm-baseline edm-bo8 --planner diffusion --diffusion-method edm --wandb-run-id qkmvppvt --use_batched_sampling --num_candidates 8,_repro_a3312mf1,10,4800.0,6,15,None,edm,False,True,1.5,greedy,,84.0625,8.66589038991378,86.25,8.291561975888499,0.971875011920929,0.02595820091664791,2342.238037109375,98.46463012695312,1.7479,0.4538,,,
random_loc,m2signal3,Signal,32,STLPY-SA,bar,random_loc,yes,ytq1lt14,gcbfplus-stl-test,https://wandb.ai/csbric/gcbfplus-stl-test/runs/ytq1lt14,8499d431,2026-07-05,workstation,,--path ./pretrained/DubinsCar/gcbf+/ --area-size 6 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --random-goals --traced-goals --change_goal_immediately --epi 10 -n 32 --spec m2signal3 --random-goals-spacing 2.0 --random-goals-region 1.5 --planner stlpy,--path ./pretrained/DubinsCar/gcbf+/ --area-size 6 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --wandb-log --random-goals --traced-goals --change_goal_immediately --epi 10 -n 32 --spec m2signal3 --random-goals-spacing 2.0 --wandb-tags random-loc-signal-region --random-goals-region 1.5 --planner stlpy,_repro_ytq1lt14,10,4800.0,6,15,None,edm-ma,False,False,1.5,greedy,,78.75,7.629097259833564,86.875,8.361930100162281,0.90625,0.050389111042022705,1428.6630859375,131.03689575195312,78.5973,1.1363,,,
random_loc,m2signal3,Signal,32,Gradient,bar,random_loc,no-code,z2rq11nf,diff-mastl-test,https://wandb.ai/csbric/diff-mastl-test/runs/z2rq11nf,0274dda0,2026-07-06,workstation,,--path ./pretrained/DubinsCar/gcbf+/ --epi 5 --area-size 6 --obs 0 --seed 1234 --nojit-rollout --spec-len 30 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log -n 32 --spec m2signal3 --planner ce_nl --random-goals --random-goals-spacing 2,--path pretrained/DubinsCar/gcbf+/ --epi 5 --area-size 6 --obs 0 --seed 1234 --nojit-rollout --spec-len 30 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --wandb-log -n 32 --spec m2signal3 --planner ce_nl --random-goals --random-goals-spacing 2,_repro_z2rq11nf,5,4200.0,6,30,None,edm-ma,False,False,,,,7.5,4.677071733467426,77.5,15.103807466993215,0.08125000447034836,0.05077523738145828,2259.60009765625,152.3543243408203,296.211,19.2381,,,not re-run: ce_nl planner is not in the pinned code (unpublished commit 0274dda0); plot_reproduced.py uses the ref_* values
team_spec,team_choiceseq3,Choice ($\vee$),8,DIFF-MA,bar,team_spec,yes,2muf7mmu,gcbfplus-stl-test,https://wandb.ai/csbric/gcbfplus-stl-test/runs/2muf7mmu,00700381,2026-07-12,workstation,GCBF_TEAM_SELECT_OUTER=1,--path ./pretrained/DubinsCar/gcbf+/ --epi 10 --area-size 6 --max-step 7200 --obs 0 --nojit-rollout --spec team_choiceseq3 --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --change_goal_immediately --team-avoid --use_batched_sampling -n 8 --planner diffusion --diffusion-method edm-ma --wandb-run-id qkmvppvt --team-disjunctive --num_candidates 8,--path ./pretrained/DubinsCar/gcbf+/ --epi 10 --area-size 6 --max-step 7200 --obs 0 --nojit-rollout --spec team_choiceseq3 --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --change_goal_immediately --team-avoid --use_batched_sampling --wandb-log -n 8 --planner diffusion --diffusion-method edm-ma --wandb-run-id qkmvppvt --team-disjunctive --num_candidates 8 --wandb-tags team-final a6 emergent spec-v2,_repro_2muf7mmu,10,7200.0,6,15,first1,edm-ma,False,True,,greedy,1.0,100.0,0.0,100.0,0.0,1.0,0.0,1706.0,168.35972595214844,0.5992,0.1642,1.0,0.0,
team_spec,team_choiceseq3_t15,Choice ($\vee$),8,STLPY-SA,bar,old-local-testlog,best-effort,local_choice_N8,,,,,,,--path ./pretrained/DubinsCar/gcbf+/ --epi 10 --area-size 6 --max-step 2400 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --change_goal_immediately --team-avoid -n 8 --spec team_choiceseq3_t15 --planner stlpy --team-alloc greedy --stl_mixed_spec_mode first1,,_repro_local_choice_N8,10,2400.0,6,15,,,,,,greedy,1.0,92.5,11.456,92.5,11.456,1.0,0.0,1307.75,111.1,5.3936,0.2254,1.0,,"old local test_log.csv row (pre spec-v2 code, no W&B run); flags reconstructed from the logged settings"
team_spec,team_choiceseq3,Choice ($\vee$),8,STLPY-Global,bar,team_spec,yes,4lozy92j,gcbfplus-stl-test,https://wandb.ai/csbric/gcbfplus-stl-test/runs/4lozy92j,d7f73603,2026-07-12,workstation,GCBF_TEAM_SELECT_OUTER=0,--path ./pretrained/DubinsCar/gcbf+/ --epi 10 --area-size 6 --max-step 7200 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --change_goal_immediately --team-avoid -n 8 --spec team_choiceseq3 --planner stlpy_global,--path ./pretrained/DubinsCar/gcbf+/ --epi 10 --area-size 6 --max-step 7200 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --change_goal_immediately --team-avoid --wandb-log -n 8 --spec team_choiceseq3 --planner stlpy_global --wandb-tags team-final a6 stlpy-global spec-v2,_repro_4lozy92j,10,7200.0,6,15,first1,edm-ma,False,False,,greedy,1.0,58.12500000000001,22.543360996089294,88.75,8.75,0.6500000357627869,0.22912877798080444,973.1428833007812,62.14288330078125,832.297,9.8875,0.6500000357627869,0.22912877798080444,
team_spec,team_choiceseq3,Choice ($\vee$),16,DIFF-MA,bar,team_spec,yes,tk5zcwmj,gcbfplus-stl-test,https://wandb.ai/csbric/gcbfplus-stl-test/runs/tk5zcwmj,0281b5d1,2026-07-12,workstation,GCBF_TEAM_SELECT_OUTER=1,--path ./pretrained/DubinsCar/gcbf+/ --epi 10 -n 16 --area-size 6 --max-step 7200 --obs 0 --nojit-rollout --spec team_choiceseq3 --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --change_goal_immediately --team-disjunctive --team-avoid --use_batched_sampling --num_candidates 16 --planner diffusion --diffusion-method edm-ma --wandb-run-id qkmvppvt,--path ./pretrained/DubinsCar/gcbf+/ --epi 10 -n 16 --area-size 6 --max-step 7200 --obs 0 --nojit-rollout --spec team_choiceseq3 --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --change_goal_immediately --team-disjunctive --team-avoid --use_batched_sampling --num_candidates 16 --planner diffusion --diffusion-method edm-ma --wandb-run-id qkmvppvt --wandb-log --wandb-tags team-final a6 emergent stagger spec-v2 nan-fix,_repro_tk5zcwmj,10,7200.0,6,15,first1,edm-ma,False,True,,greedy,1.0,98.75,3.75,98.75,3.75,1.0,0.0,1845.300048828125,135.95469665527344,12.0232,2.2192,1.0,0.0,
team_spec,team_choiceseq3_t15,Choice ($\vee$),16,STLPY-SA,bar,old-local-testlog,best-effort,local_choice_N16,,,,,,,--path ./pretrained/DubinsCar/gcbf+/ --epi 10 --area-size 6 --max-step 2700 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --change_goal_immediately --team-avoid -n 16 --spec team_choiceseq3_t15 --planner stlpy --team-alloc greedy --stl_mixed_spec_mode first1,,_repro_local_choice_N16,10,2700.0,6,15,,,,,,greedy,1.0,68.75,12.5,72.5,6.96,0.95,0.15,1549.96,113.6,10.3848,0.1696,0.95,,"old local test_log.csv row (pre spec-v2 code, no W&B run); flags reconstructed from the logged settings"
team_spec,team_choiceseq3,Choice ($\vee$),32,DIFF-MA,bar,team_spec,yes,k8kfrm63,gcbfplus-stl-test,https://wandb.ai/csbric/gcbfplus-stl-test/runs/k8kfrm63,d44d8acf,2026-07-12,workstation,GCBF_GOAL_SCALE=1.25 GCBF_TEAM_SELECT_OUTER=1,--path ./pretrained/DubinsCar/gcbf+/ --epi 10 -n 32 --area-size 6 --max-step 7200 --obs 0 --nojit-rollout --spec team_choiceseq3 --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --change_goal_immediately --team-avoid --use_batched_sampling --planner diffusion --diffusion-method edm-ma --wandb-run-id qkmvppvt --team-disjunctive --num_candidates 16,--path ./pretrained/DubinsCar/gcbf+/ --epi 10 -n 32 --area-size 6 --max-step 7200 --obs 0 --nojit-rollout --spec team_choiceseq3 --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --change_goal_immediately --team-avoid --use_batched_sampling --wandb-log --planner diffusion --diffusion-method edm-ma --wandb-run-id qkmvppvt --team-disjunctive --num_candidates 16 --wandb-tags team-final a6 combo-sweep stagger spec-v2 nan-fix emergent goal-scale gs1.25,_repro_k8kfrm63,10,7200.0,6,15,first1,edm-ma,False,True,,greedy,1.25,76.25,10.933034802834936,76.25,10.933034802834936,1.0,0.0,2447.551025390625,447.0809326171875,2.9103,3.3515,1.0,0.0,
team_spec,team_choiceseq3_t15,Choice ($\vee$),32,STLPY-SA,bar,old-local-testlog,best-effort,local_choice_N32,,,,,,,--path ./pretrained/DubinsCar/gcbf+/ --epi 10 --area-size 6 --max-step 3600 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --change_goal_immediately --team-avoid -n 32 --spec team_choiceseq3_t15 --planner stlpy --team-alloc greedy --stl_mixed_spec_mode first1,,_repro_local_choice_N32,10,3600.0,6,15,,,,,,greedy,1.0,41.719,9.361,38.75,6.585,0.7,0.24,1959.01,60.1,20.7699,0.266,0.7,,"old local test_log.csv row (pre spec-v2 code, no W&B run); flags reconstructed from the logged settings"
team_spec,team_redun4x2,Redundant ($\wedge$),8,DIFF-MA,bar,team_spec,yes,kxfnwm84,gcbfplus-stl-test,https://wandb.ai/csbric/gcbfplus-stl-test/runs/kxfnwm84,28eddb81,2026-07-11,workstation,,--path ./pretrained/DubinsCar/gcbf+/ --epi 10 --area-size 6 --max-step 7200 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --change_goal_immediately --team-avoid --use_batched_sampling --num_candidates 8 -n 8 --planner diffusion --diffusion-method edm-ma --wandb-run-id qkmvppvt --spec team_redun4x2 --team-disjunctive,--path ./pretrained/DubinsCar/gcbf+/ --epi 10 --area-size 6 --max-step 7200 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --change_goal_immediately --team-avoid --use_batched_sampling --num_candidates 8 --wandb-log -n 8 --planner diffusion --diffusion-method edm-ma --wandb-run-id qkmvppvt --spec team_redun4x2 --team-disjunctive --wandb-tags team-final a6 emergent,_repro_kxfnwm84,10,7200.0,6,15,first1,edm-ma,False,True,,greedy,1.0,100.0,0.0,100.0,0.0,1.0,0.0,1416.3333740234375,161.05345153808594,2.0706,2.9146,1.0,0.0,
team_spec,team_redun4x2_t15,Redundant ($\wedge$),8,STLPY-SA,bar,old-local-testlog,best-effort,local_redund_N8,,,,,,,--path ./pretrained/DubinsCar/gcbf+/ --epi 5 --area-size 6 --max-step 900 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --change_goal_immediately --team-avoid -n 8 --spec team_redun4x2_t15 --planner stlpy --team-alloc greedy --stl_mixed_spec_mode first1,,_repro_local_redund_N8,5,900.0,6,15,,,,,,greedy,1.0,100.0,0.0,100.0,0.0,1.0,0.0,682.79,66.57,8.126,0.0815,1.0,,"old local test_log.csv row (pre spec-v2 code, no W&B run); flags reconstructed from the logged settings"
team_spec,team_redun4x2,Redundant ($\wedge$),8,STLPY-Global,bar,team_spec,yes,3zg26ley,gcbfplus-stl-test,https://wandb.ai/csbric/gcbfplus-stl-test/runs/3zg26ley,d7f73603,2026-07-12,workstation,GCBF_TEAM_SELECT_OUTER=0,--path ./pretrained/DubinsCar/gcbf+/ --epi 10 --area-size 6 --max-step 7200 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --change_goal_immediately --team-avoid -n 8 --spec team_redun4x2 --planner stlpy_global,--path ./pretrained/DubinsCar/gcbf+/ --epi 10 --area-size 6 --max-step 7200 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --change_goal_immediately --team-avoid --wandb-log -n 8 --spec team_redun4x2 --planner stlpy_global --wandb-tags team-final a6 stlpy-global,_repro_3zg26ley,10,7200.0,6,15,first1,edm-ma,False,False,,greedy,1.0,100.0,0.0,100.0,0.0,1.0,0.0,561.0,0.0,778.4472,1.6098,1.0,0.0,
team_spec,team_redun4x4,Redundant ($\wedge$),16,DIFF-MA,bar,team_spec,yes,jn3dp66b,gcbfplus-stl-test,https://wandb.ai/csbric/gcbfplus-stl-test/runs/jn3dp66b,28eddb81,2026-07-11,workstation,,--path ./pretrained/DubinsCar/gcbf+/ --epi 10 --area-size 6 --max-step 7200 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --change_goal_immediately --team-avoid --use_batched_sampling --num_candidates 8 -n 16 --planner diffusion --diffusion-method edm-ma --wandb-run-id qkmvppvt --spec team_redun4x4 --team-disjunctive,--path ./pretrained/DubinsCar/gcbf+/ --epi 10 --area-size 6 --max-step 7200 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --change_goal_immediately --team-avoid --use_batched_sampling --num_candidates 8 --wandb-log -n 16 --planner diffusion --diffusion-method edm-ma --wandb-run-id qkmvppvt --spec team_redun4x4 --team-disjunctive --wandb-tags team-final a6 emergent,_repro_jn3dp66b,10,7200.0,6,15,first1,edm-ma,False,True,,greedy,1.0,100.0,0.0,100.0,0.0,1.0,0.0,1468.052490234375,470.91058349609375,5.6408,3.7524,1.0,0.0,
team_spec,team_redun4x4_t15,Redundant ($\wedge$),16,STLPY-SA,bar,old-local-testlog,best-effort,local_redund_N16,,,,,,,--path ./pretrained/DubinsCar/gcbf+/ --epi 5 --area-size 6 --max-step 1200 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --change_goal_immediately --team-avoid -n 16 --spec team_redun4x4_t15 --planner stlpy --team-alloc greedy --stl_mixed_spec_mode first1,,_repro_local_redund_N16,5,1200.0,6,15,,,,,,greedy,1.0,98.75,2.5,98.75,2.5,1.0,0.0,757.38,48.41,11.2659,0.1717,1.0,,"old local test_log.csv row (pre spec-v2 code, no W&B run); flags reconstructed from the logged settings"
team_spec,team_redun4x8,Redundant ($\wedge$),32,DIFF-MA,bar,team_spec,yes,ry1xtsxy,gcbfplus-stl-test,https://wandb.ai/csbric/gcbfplus-stl-test/runs/ry1xtsxy,155cf85a,2026-07-03,workstation,,--path ./pretrained/DubinsCar/gcbf+/ --epi 10 --area-size 6 -n 32 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --max-step 7200 --change_goal_immediately --team-avoid --planner diffusion --diffusion-method edm-ma --wandb-run-id qkmvppvt --use_batched_sampling --num_candidates 8 --team-disjunctive --spec team_redun4x8,--path ./pretrained/DubinsCar/gcbf+/ --epi 10 --area-size 6 -n 32 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --wandb-log --wandb-tags task-repair-ab --max-step 7200 --change_goal_immediately --team-avoid --planner diffusion --diffusion-method edm-ma --wandb-run-id qkmvppvt --use_batched_sampling --num_candidates 8 --team-disjunctive --spec team_redun4x8,_repro_ry1xtsxy,10,7200.0,6,15,first1,edm-ma,False,True,,greedy,1.0,94.6875,6.09975665498223,94.6875,6.09975665498223,1.0,0.0,1512.3846435546875,198.3636016845703,10.7572,0.0209,1.0,0.0,
team_spec,team_redun4x8_t15,Redundant ($\wedge$),32,STLPY-SA,bar,old-local-testlog,best-effort,local_redund_N32,,,,,,,--path ./pretrained/DubinsCar/gcbf+/ --epi 5 --area-size 6 --max-step 1500 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log --change_goal_immediately --team-avoid -n 32 --spec team_redun4x8_t15 --planner stlpy --team-alloc greedy --stl_mixed_spec_mode first1,,_repro_local_redund_N32,5,1500.0,6,15,,,,,,greedy,1.0,68.438,2.733,91.25,3.644,0.75,0.0,857.95,39.8,32.5725,0.1279,0.75,,"old local test_log.csv row (pre spec-v2 code, no W&B run); flags reconstructed from the logged settings"
high_n,mseq3-m2branch2-mcover3-m2loop3-m2signal3,Mixed,8,DIFF-MA,success,native-a6,yes,f5d2gd50,diff-mastl-test,https://wandb.ai/csbric/diff-mastl-test/runs/f5d2gd50,5227c2d0,2026-06-23,27c194413d1a,,--path ./pretrained/DubinsCar/gcbf+/ --epi 10 --area-size 6 --obs 0 --seed 1234 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log -n 8 --spec mseq3-m2branch2-mcover3-m2loop3-m2signal3 --planner diffusion --diffusion-method edm-ma --use_batched_sampling --num_candidates 8 --wandb-run-id qkmvppvt --change_goal_immediately --stl_mixed_spec_mode first1,--path pretrained/DubinsCar/gcbf+/ --epi 10 --area-size 6 --obs 0 --seed 1234 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log -n 8 --spec mseq3-m2branch2-mcover3-m2loop3-m2signal3 --planner diffusion --diffusion-method edm-ma --use_batched_sampling --num_candidates 8 --wandb-run-id qkmvppvt --wandb-log --change_goal_immediately --stl_mixed_spec_mode first1,_repro_f5d2gd50,10,4800.0,6,15,first1,edm-ma,False,True,,greedy,,100.0,0.0,100.0,0.0,1.0,0.0,1750.0,126.09123229980467,29.0274,6.4279,,,
high_n,mseq3-m2branch2-mcover3-m2loop3-m2signal3,Mixed,8,DIFF-MA,timing,gs2.0-a10,yes,f0td1sgv,diff-mastl-test,https://wandb.ai/csbric/diff-mastl-test/runs/f0td1sgv,2d6867f6,2026-06-25,workstation,GCBF_GOAL_SCALE=2,--path ./pretrained/DubinsCar/gcbf+/ --epi 3 --area-size 10 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --spec mseq3-m2branch2-mcover3-m2loop3-m2signal3 --async-planner --ignore-on-finish --no-video --log -n 8 --planner diffusion --diffusion-method edm-ma --wandb-run-id qkmvppvt --num_candidates 8,--path ./pretrained/DubinsCar/gcbf+/ --epi 3 --area-size 10 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --spec mseq3-m2branch2-mcover3-m2loop3-m2signal3 --async-planner --ignore-on-finish --no-video --log --wandb-log -n 8 --planner diffusion --diffusion-method edm-ma --wandb-run-id qkmvppvt --num_candidates 8,_repro_f0td1sgv,3,4800.0,10,15,first1,edm-ma,False,False,,greedy,,91.66666666666666,5.892556509887896,100.0,0.0,0.9166666865348816,0.0589255690574646,2424.21435546875,204.5591735839844,3.4934,0.8028,,,
high_n,mseq3-m2branch2-mcover3-m2loop3-m2signal3,Mixed,8,STLPY-SA,success,native-a6,yes,j8ok65qr,diff-mastl-test,https://wandb.ai/csbric/diff-mastl-test/runs/j8ok65qr,5227c2d0,2026-06-23,4ae7a88e1466,,--path ./pretrained/DubinsCar/gcbf+/ --epi 10 --area-size 6 --obs 0 --seed 1234 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log -n 8 --spec mseq3-m2branch2-mcover3-m2loop3-m2signal3 --planner stlpy --team-alloc greedy --stl_mixed_spec_mode first1,--path pretrained/DubinsCar/gcbf+/ --epi 10 --area-size 6 --obs 0 --seed 1234 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log -n 8 --spec mseq3-m2branch2-mcover3-m2loop3-m2signal3 --planner stlpy --team-alloc greedy --wandb-log --stl_mixed_spec_mode first1,_repro_j8ok65qr,10,4800.0,6,15,first1,edm-ma,False,False,,greedy,,95.0,6.123724356957945,98.75,3.75,0.9625000357627868,0.05728219449520111,1538.7857666015625,301.5978088378906,6.0818,0.2938,,,
high_n,mseq3-m2branch2-mcover3-m2loop3-m2signal3,Mixed,8,STLPY-SA,timing,gs2.0-a10,yes,gh5zqw36,diff-mastl-test,https://wandb.ai/csbric/diff-mastl-test/runs/gh5zqw36,2d6867f6,2026-06-25,workstation,GCBF_GOAL_SCALE=2,--path ./pretrained/DubinsCar/gcbf+/ --epi 3 --area-size 10 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --spec mseq3-m2branch2-mcover3-m2loop3-m2signal3 --async-planner --ignore-on-finish --no-video --log -n 8 --planner stlpy --team-alloc greedy,--path ./pretrained/DubinsCar/gcbf+/ --epi 3 --area-size 10 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --spec mseq3-m2branch2-mcover3-m2loop3-m2signal3 --async-planner --ignore-on-finish --no-video --log --wandb-log -n 8 --planner stlpy --team-alloc greedy,_repro_gh5zqw36,3,4800.0,10,15,first1,edm-ma,False,False,,greedy,,58.333333333333336,5.892556509887896,100.0,0.0,0.5833333730697632,0.058925561606884,1440.666748046875,53.29373550415039,12.3899,0.4213,,,
high_n,mseq3-m2branch2-mcover3-m2loop3-m2signal3,Mixed,16,DIFF-MA,success,native-a6,yes,rceicdzr,diff-mastl-test,https://wandb.ai/csbric/diff-mastl-test/runs/rceicdzr,5227c2d0,2026-06-23,27c194413d1a,,--path ./pretrained/DubinsCar/gcbf+/ --epi 10 --area-size 6 --obs 0 --seed 1234 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log -n 16 --spec mseq3-m2branch2-mcover3-m2loop3-m2signal3 --planner diffusion --diffusion-method edm-ma --use_batched_sampling --num_candidates 8 --wandb-run-id qkmvppvt --change_goal_immediately --stl_mixed_spec_mode first1,--path pretrained/DubinsCar/gcbf+/ --epi 10 --area-size 6 --obs 0 --seed 1234 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --async-planner --ignore-on-finish --no-video --log -n 16 --spec mseq3-m2branch2-mcover3-m2loop3-m2signal3 --planner diffusion --diffusion-method edm-ma --use_batched_sampling --num_candidates 8 --wandb-run-id qkmvppvt --wandb-log --change_goal_immediately --stl_mixed_spec_mode first1 --test-log-suffix _9teomy2bdo5zpd_20260623T072233Z,_repro_rceicdzr,10,4800.0,6,15,first1,edm-ma,False,True,,greedy,,98.75,2.5,100.0,0.0,0.987500011920929,0.02500000037252903,1794.9749755859375,82.58980560302734,25.1853,2.7253,,,
high_n,mseq3-m2branch2-mcover3-m2loop3-m2signal3,Mixed,16,DIFF-MA,timing,gs2.0-a10,yes,kert91iv,diff-mastl-test,https://wandb.ai/csbric/diff-mastl-test/runs/kert91iv,2d6867f6,2026-06-25,workstation,GCBF_GOAL_SCALE=2,--path ./pretrained/DubinsCar/gcbf+/ --epi 3 --area-size 10 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --spec mseq3-m2branch2-mcover3-m2loop3-m2signal3 --async-planner --ignore-on-finish --no-video --log -n 16 --planner diffusion --diffusion-method edm-ma --wandb-run-id qkmvppvt --num_candidates 8,--path ./pretrained/DubinsCar/gcbf+/ --epi 3 --area-size 10 --obs 0 --nojit-rollout --spec-len 15 --goal-sample-interval 20 --spec mseq3-m2branch2-mcover3-m2loop3-m2signal3 --async-planner --ignore-on-finish --no-video --log --wandb-log -n 16 --planner diffusion --diffusion-method edm-ma --wandb-run-id qkmvppvt --num_candidates 8,_repro_kert91iv,3,4800.0,10,15,first1,edm-ma,False,False,,greedy,,91.66666666666666,2.946278254943948,100.0,0.0,0.9166666865348816,0.029462780803442,2513.381103515625,57.194366455078125,6.1803,1.4094,,,
